,,,,,
,,,,,
,,,,,
8,2018-04-02,联医LyncMed,B轮,1.1亿,"[[u'\u4e91\u542f\u8d44\u672c'], [u'\u6668\u5174\u8d44\u672c'], [u'\u6625\u6653\u8d44\u672c'], [u'\u82f1\u79d1\u533b\u7597']]"
9,2018-04-02,动次,Pre-A轮,数千万,"[[u'\u83b2\u82b1\u8d44\u672c'], [u'\u521b\u4e16\u4f19\u4f34\u8d44\u672c']]"
10,2018-04-02,慧联无限EasyLinkIn,B轮,1.5亿,"[[u'\u6c49\u80fd\u6295\u8d44'], [u'IDG\u8d44\u672c'], [u'\u4e0d\u60d1\u521b\u6295']]"
11,2018-04-02,深睿医疗,B轮,1.5亿,"[[u'\u6606\u4ef2\u8d44\u672c'], [u'\u9053\u5f64\u6295\u8d44'], [u'\u4e39\u534e\u8d44\u672c'], [u'\u8054\u60f3\u4e4b\u661f'], [u'\u4e1c\u65b9\u5f18\u9053(\u5f18\u5408\u57fa\u91d1)'], [u'\u541b\u8054\u8d44\u672c'], [u'\u540c\u6e21\u8d44\u672c']]"
12,2018-04-02,开思汽配,B+轮,2.5亿,"[[u'\u534e\u4e1a\u5929\u6210(\u534e\u8bfa\u521b\u6295)'], [u'\u987a\u4e3a\u8d44\u672c'], [u'\u590d\u661f\u9510\u6b63\u8d44\u672c']]"
13,2018-04-01,索辰信息,A+轮,未透露,[[u'\u4e0a\u6c7d\u6295\u8d44-\u5c1a\u9880\u8d44\u672c']]
14,2018-04-01,卖到非洲网,A+轮,未透露,"[[u'\u6d2a\u6cf0\u57fa\u91d1'], [u'\u6208\u58c1\u521b\u6295']]"
15,2018-04-01,为你诵读,A轮,5000万,[[u'\u65e0\u7a79\u521b\u6295']]
16,2018-03-31,WE部落,种子轮,数百万,[u'\u672a\u900f\u9732']
17,2018-03-31,银盒子,C轮,未透露,[[u'\u963f\u91cc\u5df4\u5df4']]
18,2018-03-31,大头保,A轮,未透露,"[[u'\u82f1\u8bfa\u5929\u4f7f\u57fa\u91d1'], [u'\u754c\u77f3\u6295\u8d44'], [u'\u6c34\u6728\u6e05\u534e\u6821\u53cb\u57fa\u91d1']]"
19,2018-03-31,蕉库无人便利店,天使轮,500万,[u'\u672a\u900f\u9732']
,,,,,
0,2018-03-31,游侠汽车,B轮,50亿,[[u'\u524d\u6d77\u68a7\u6850\u5e76\u8d2d\u57fa\u91d1']]
1,2018-03-31,乡伴文旅,A轮,6350万,[[u'\u4e2d\u9752\u65c5\u7ea2\u5947\u57fa\u91d1']]
2,2018-03-31,视见医疗,A轮,6000万,"[[u'\u76db\u4e16\u65b9\u821f'], [u'\u6df1\u521b\u6295']]"
3,2018-03-30,纵腾网络,战略投资,数亿,"[[u'\u590d\u661f\u521b\u5bcc'], [u'\u666e\u6d1b\u65afGLP'], [u'\u949f\u9f0e\u521b\u6295']]"
4,2018-03-30,中标集团,新三板,4.06亿,[u'\u672a\u900f\u9732']
5,2018-03-30,光通天下,A轮,未透露,[[u'\u666e\u534e\u8d44\u672c']]
6,2018-03-30,天健源达,战略投资,未透露,"[[u'\u4e2d\u5357\u5f18\u8fdc'], [u'\u8fbe\u6668\u521b\u6295'], [u'\u4ea6\u5e84\u56fd\u9645\u6295\u8d44']]"
7,2018-03-30,快乐世界,A轮,未透露,[[u'\u9890\u548c\u8d44\u672c']]
8,2018-03-30,智微信科,A轮,未透露,[[u'\u666e\u534e\u8d44\u672c']]
9,2018-03-30,生生物流,A轮,数千万,[[u'\u534f\u7acb\u6295\u8d44']]
10,2018-03-30,爱婴室,IPO上市,未透露,[u'\u672a\u900f\u9732']
11,2018-03-30,天邑康和,IPO上市,未透露,[u'\u672a\u900f\u9732']
12,2018-03-30,康夫子,A+轮,数千万,[[u'\u6668\u5c71\u8d44\u672c']]
13,2018-03-30,GOGO动咖啡,天使轮,未透露,[[u'\u52a8\u57df\u8d44\u672c']]
14,2018-03-30,博厚医疗,A轮,数千万,"[[u'\u4e2d\u94b0\u8d44\u672c'], [u'\u5206\u4eab\u6295\u8d44']]"
15,2018-03-30,小豆伴,天使轮,500万,[[u'MFund\u9b54\u91cf\u57fa\u91d1']]
16,2018-03-30,猿圈测评,A+轮,数千万,[[u'\u667a\u8054\u62db\u8058']]
17,2018-03-30,飞驰镁物,Pre-B轮,数千万,[[u'\u4e2d\u6d77\u8d44\u672c']]
18,2018-03-30,K米,B轮,1.2亿,"[[u'\u4e2d\u79d1\u62db\u5546'], [u'\u7f8e\u56e2(\u65b0\u7f8e\u5927)'], [u'\u817e\u8baf'], [u'\u5fb7\u5c79\u8d44\u672c']]"
19,2018-03-30,人人链,Pre-A轮,数百万,[u'\u672a\u900f\u9732']
,,,,,
0,2018-03-30,掌上辅材,Pre-A轮,数千万,"[[u'\u4e0d\u60d1\u521b\u6295'], [u'\u6e90\u7801\u8d44\u672c']]"
1,2018-03-30,笔声,Pre-A轮,数千万,[u'\u672a\u900f\u9732']
2,2018-03-30,绝对值,天使轮,未透露,[[u'\u548c\u60a6\u8d44\u672c']]
3,2018-03-30,氧气Bra,B+轮,未透露,[[u'\u62c9\u590f\u8d1d\u5c14']]
4,2018-03-30,核桃空间,天使轮,数百万,[u'\u672a\u900f\u9732']
5,2018-03-30,仁清卓越,A轮,1亿,[[u'\u4e9a\u5546\u8d44\u672c']]
6,2018-03-30,畅游新媒,战略投资,400万,[[u'\u817e\u8baf']]
7,2018-03-30,西瓜创客,A轮,5000万,"[[u'\u7ea2\u6749\u8d44\u672c\u4e2d\u56fd'], [u'\u7ecf\u7eac\u4e2d\u56fd']]"
8,2018-03-30,汉翔书法教育,A+轮,数千万,[[u'\u7cbe\u9510\u6559\u80b2']]
9,2018-03-29,链斯达克,天使轮,数百万,[u'\u672a\u900f\u9732']
10,2018-03-29,大艺数,天使轮,数百万,[u'\u672a\u900f\u9732']
11,2018-03-29,泰坦云,C轮,未透露,[[u'\u6625\u6653\u8d44\u672c']]
12,2018-03-29,全知工坊,天使轮,未透露,"[[u'\u82f9\u679c\u5929\u4f7fAPU'], [u'\u76c8\u52a8\u8d44\u672c'], [u'\u6606\u4ef2\u8d44\u672c']]"
13,2018-03-29,友华医院,新三板,未透露,[u'\u672a\u900f\u9732']
14,2018-03-29,钛搏科技,天使轮,未透露,[[u'\u8054\u60f3\u521b\u6295\u96c6\u56e2']]
15,2018-03-29,票税宝,天使轮,2000万,[[u'\u65b9\u6b23\u79d1\u6280']]
16,2018-03-29,爱上学习,战略投资,1000万,[u'\u672a\u900f\u9732']
17,2018-03-29,有车出行,A轮,1亿,[[u'\u851a\u6765\u8d44\u672c']]
18,2018-03-29,Aleiye,B轮,未透露,[u'\u672a\u900f\u9732']
19,2018-03-29,开心网络,天使轮,未透露,[[u'\u4e03\u714b\u74e2\u866b\u6295\u8d44']]
,,,,,
0,2018-03-29,荷特宝,A轮,数千万,[[u'\u5b89\u6301\u8d44\u672c']]
1,2018-03-29,蘑菇云,B轮,未透露,[u'\u672a\u900f\u9732']
2,2018-03-29,姚酸菜鱼,战略投资,数千万,[u'\u672a\u900f\u9732']
3,2018-03-29,30秒懂车,A轮,5000万,"[[u'\u65b0\u6d6a\u5fae\u535a\u57fa\u91d1'], [u'\u6613\u8f66\u7f51']]"
4,2018-03-29,爱奇艺,IPO上市,未透露,[u'\u672a\u900f\u9732']
5,2018-03-29,爱速同创,天使轮,未透露,[[u'\u6885\u82b1\u521b\u6295']]
6,2018-03-29,瀚思,B+轮,未透露,[[u'\u6bc5\u8fbe\u8d44\u672c']]
7,2018-03-29,门派,B轮,未透露,"[[u'\u80fd\u56fe\u8d44\u672c'], [u'\u8054\u79d1\u521b\u76c8']]"
8,2018-03-29,友饮无人咖啡机,A轮,数亿,[[u'\u534e\u521b\u8d44\u672c']]
9,2018-03-28,梧桐猫,天使轮,3000万,[u'\u672a\u900f\u9732']
10,2018-03-28,十一贝,A轮,数亿,[[u'\u7ea2\u6749\u8d44\u672c\u4e2d\u56fd']]
11,2018-03-28,一符视频,天使轮,未透露,[u'\u672a\u900f\u9732']
12,2018-03-28,哔哩哔哩bilibili,IPO上市,4.83亿,[u'\u672a\u900f\u9732']
13,2018-03-28,精锐教育,IPO上市,1.79亿,[u'\u672a\u900f\u9732']
14,2018-03-28,appMagics,B轮,数千万,[[u'\u76db\u666f\u7f51\u8054(\u76db\u666f\u5609\u6210)']]
15,2018-03-28,魔方格,C轮,数千万,[u'\u672a\u900f\u9732']
16,2018-03-28,菜嬷嬷,A轮,3500万,"[[u'\u4f2f\u85dc\u521b\u6295'], [u'\u540c\u7a0b\u65c5\u6e38'], [u'\u82cf\u5927\u5929\u5bab\u521b\u6295'], [u'\u548c\u76df\u521b\u6295']]"
17,2018-03-28,Lucia,天使轮,数千万,[[u'\u516c\u4fe1\u5b9d']]
18,2018-03-28,申仁包装,战略投资,1.04亿,[u'\u672a\u900f\u9732']
19,2018-03-28,米域网络,B轮,4亿,[[u'\u4e2d\u5357\u8d44\u672c']]
,,,,,
0,2018-03-28,乐道互动,战略投资,未透露,[u'\u672a\u900f\u9732']
1,2018-03-28,小步亲子,Pre-A轮,数百万,"[[u'\u91d1\u6c99\u6c5f\u521b\u6295'], [u'\u8d1d\u5854\u65af\u66fc\u4e9a\u6d32\u6295\u8d44\u57fa\u91d1'], [u'GGV\u7eaa\u6e90\u8d44\u672c'], [u'\u771f\u683c\u57fa\u91d1']]"
2,2018-03-28,云徙科技,A轮,数千万,[[u'\u4e91\u950b\u57fa\u91d1']]
3,2018-03-28,勾正数据,战略投资,数千万,[u'\u672a\u900f\u9732']
4,2018-03-28,ZHO共享纸巾,天使轮,3000万,[u'\u672a\u900f\u9732']
5,2018-03-28,宜通海科,新三板,未透露,[u'\u672a\u900f\u9732']
6,2018-03-28,华南通信,新三板,未透露,[u'\u672a\u900f\u9732']
7,2018-03-28,祐和医药,B轮,1.2亿,"[[u'\u672c\u8349\u8d44\u672c'], [u'\u62db\u94f6\u56fd\u9645']]"
8,2018-03-28,蜻报,Pre-A轮,数千万,[u'\u672a\u900f\u9732']
9,2018-03-28,鹍远基因,A+轮,6000万,"[[u'\u666f\u65ed\u521b\u6295'], [u'\u677e\u79be\u8d44\u672c'], [u'\u4e5d\u5dde\u901a'], [u'\u5148\u950b\u6295\u8d44'], [u'\u793c\u6765\u4e9a\u6d32\u57fa\u91d1']]"
10,2018-03-28,百信银行,战略投资,20亿,"[[u'\u4e2d\u4fe1\u94f6\u884c'], [u'\u767e\u5ea6\u516c\u53f8']]"
11,2018-03-28,有度国际教育,天使轮,492万,[[u'\u6b65\u957f\u5236\u836f']]
12,2018-03-28,初纸,天使轮,数千万,[u'\u672a\u900f\u9732']
13,2018-03-28,途窝,战略投资,未透露,[[u'\u65af\u7ef4\u767b\u96c6\u56e2']]
14,2018-03-28,奥琦玮,C轮,2亿,"[[u'\u7ea2\u6749\u8d44\u672c\u4e2d\u56fd'], [u'\u7f8e\u56e2(\u65b0\u7f8e\u5927)']]"
15,2018-03-28,米谟科技,战略投资,数千万,[[u'\u559c\u9a6c\u62c9\u96c5']]
16,2018-03-28,幻想师动画,天使轮,数百万,[[u'\u5f69\u6761\u5c4b\u5f71\u4e1a']]
17,2018-03-28,小白店科技,天使轮,数百万,"[[u'\u4e5d\u5408\u521b\u6295'], [u'\u9648\u661f\u6a66']]"
18,2018-03-27,柔触机器人,天使轮,1000万,"[[u'\u660e\u52bf\u8d44\u672c'], [u'\u6c34\u6728\u8d44\u672c']]"
19,2018-03-27,信元网安,IPO上市后,209万,[u'\u672a\u900f\u9732']
,,,,,
0,2018-03-27,格林豪泰,IPO上市,1.43亿,[u'\u672a\u900f\u9732']
1,2018-03-27,三维家软件,B轮,3亿,[[u'\u7ea2\u661f\u7f8e\u51ef\u9f99']]
2,2018-03-27,商涌网络,天使轮,未透露,"[[u'\u534e\u5ca9\u8d44\u672cChinaRock'], [u'\u4e91\u5929\u4f7f\u57fa\u91d1']]"
3,2018-03-27,康盛生物科技,B+轮,未透露,[[u'\u5e7f\u4e1c\u6e29\u6c0f\u6295\u8d44']]
4,2018-03-27,星指数,天使轮,数百万,[[u'\u6d69\u65b9\u521b\u6295']]
5,2018-03-27,全盛科技,天使轮,数千万,"[[u'\u521b\u52bf\u8d44\u672c'], [u'\u4eac\u5317\u6295\u8d44']]"
6,2018-03-27,一起智能,天使轮,数千万,"[[u'\u4e7e\u5143\u8d44\u672c'], [u'\u9ea6\u7231\u6587\u5316']]"
7,2018-03-27,亿智科技,天使轮,未透露,"[[u'\u8fbe\u6cf0\u8d44\u672c'], [u'\u5317\u6781\u5149\u521b\u6295']]"
8,2018-03-27,斯维登集团,战略投资,未透露,[[u'\u4fdd\u5229\u8d44\u672c']]
9,2018-03-27,谷宝农业,Pre-A轮,数亿,[u'\u672a\u900f\u9732']
10,2018-03-27,智多晶,A+轮,数千万,[[u'\u9f0e\u5174\u91cf\u5b50']]
11,2018-03-27,沃田集团,IPO上市后,3444万,[u'\u672a\u900f\u9732']
12,2018-03-27,华领医药,E轮,1.17亿,"[[u'Mirae Asset Venture Investment'], [u'\u65af\u9053\u8d44\u672c(\u5bcc\u8fbe\u4e9a\u6d32)'], [u'\u5609\u5b9e\u8d44\u672c-\u5609\u5b9e\u57fa\u91d1'], [u'Blue Pool Capital(\u963f\u91cc\u5df4\u5df4)'], [u'\u901a\u548c\u6bd3\u627f'], [u'K11'], [u'Venrock'], [u'Arch Venture Partners'], [u'GIC\u65b0\u52a0\u5761\u653f\u5e9c\u6295\u8d44\u516c\u53f8'], [u'\u6c47\u6865\u8d44\u672c'], [u'\u836f\u660e\u5eb7\u5fb7'], [u'\u5e73\u5b89\u521b\u65b0\u6295\u8d44\u57fa\u91d1']]"
13,2018-03-27,达朴汇联,天使轮,未透露,[u'\u672a\u900f\u9732']
14,2018-03-27,木蚁机器人,A轮,未透露,[[u'\u8d77\u70b9\u521b\u4e1a\u8425']]
15,2018-03-27,饭美美,B轮,未透露,[[u'\u6613\u5fb7\u4fe1\u6295\u8d44']]
16,2018-03-27,费米科学,Pre-A轮,数千万,[[u'\u5929\u4f7f\u6210\u957f\u8425AC\u52a0\u901f\u5668']]
17,2018-03-27,军信环保,新三板,未透露,[u'\u672a\u900f\u9732']
18,2018-03-27,米画师,Pre-A轮,数百万,[[u'\u7c73\u54c8\u6e38miHoYo']]
19,2018-03-27,海力存储,新三板,未透露,[u'\u672a\u900f\u9732']
,,,,,
0,2018-03-27,位形空间,种子轮,未透露,[u'\u672a\u900f\u9732']
1,2018-03-27,胜杰康,A轮,6000万,[[u'\u5143\u751f\u521b\u6295']]
2,2018-03-27,埃睿迪,A轮,未透露,[[u'\u8fbe\u6668\u521b\u6295']]
3,2018-03-27,天演药业,C轮,5000万,"[[u'\u7ea2\u6749\u8d44\u672c\u4e2d\u56fd'], [u'\u6b4c\u6590\u8d44\u4ea7'], [u'\u4e2d\u822a\u4fe1\u6258']]"
4,2018-03-27,玩创Lab,Pre-A轮,1500万,[u'\u672a\u900f\u9732']
5,2018-03-27,地上铁,A轮,3亿,"[[u'\u542f\u660e\u521b\u6295'], [u'\u949f\u9f0e\u521b\u6295'], [u'\u7ecf\u7eac\u4e2d\u56fd']]"
6,2018-03-27,道远课堂,A轮,数千万,[[u'\u65b0\u8fdb\u521b\u6295']]
7,2018-03-27,明日世界,A轮,数千万,"[[u'\u665f\u9053\u6295\u8d44'], [u'\u4e2d\u6295\u4e2d\u8d22\u57fa\u91d1'], [u'\u6cbb\u5e73\u8d44\u672c']]"
8,2018-03-27,三节课,A轮,数千万,"[[u'IDG\u8d44\u672c'], [u'\u552f\u730e\u8d44\u672c']]"
9,2018-03-26,纳晶科技,IPO上市后,7712万,[u'\u672a\u900f\u9732']
10,2018-03-26,利昂设计,IPO上市后,576万,[u'\u672a\u900f\u9732']
11,2018-03-26,先步信息,IPO上市后,2797万,[u'\u672a\u900f\u9732']
12,2018-03-26,宏乾科技,战略投资,2000万,[u'\u672a\u900f\u9732']
13,2018-03-26,拉面说,A轮,1000万,[[u'\u5609\u7a0b\u8d44\u672c']]
14,2018-03-26,智慧摩码,种子轮,未透露,[[u'\u548c\u541b\u8d44\u672c']]
15,2018-03-26,DataCanvas,B轮,数千万,[[u'\u8944\u79be\u8d44\u672c']]
16,2018-03-26,小鱼在家,C轮,数千万,"[[u'\u767e\u5ea6\u98ce\u6295'], [u'\u5bcc\u58eb\u5eb7']]"
17,2018-03-26,记账熊,天使轮,数百万,[[u'\u6d69\u65b9\u521b\u6295']]
18,2018-03-26,艺高股份,新三板,未透露,[u'\u672a\u900f\u9732']
19,2018-03-26,巍特环境,新三板,未透露,[u'\u672a\u900f\u9732']
,,,,,
0,2018-03-26,智科科技,新三板,未透露,[u'\u672a\u900f\u9732']
1,2018-03-26,辉通科技,A轮,数千万,"[[u'\u4eba\u6c11\u7f51'], [u'\u4e1c\u65b9\u5934\u6761']]"
2,2018-03-26,湖南盐业,IPO上市,未透露,[u'\u672a\u900f\u9732']
3,2018-03-26,积云教育,A轮,数千万,[[u'\u6b63\u4fdd\u8fdc\u7a0b\u6559\u80b2']]
4,2018-03-26,御座文化,A轮,3000万,[[u'\u540c\u521b\u4f1f\u4e1a']]
5,2018-03-26,餐北斗供应链,A轮,数千万,"[[u'\u9ed1\u9a6c\u57fa\u91d1'], [u'\u59da\u52b2\u6ce2'], [u'\u542f\u521b\u8d44\u672c'], [u'\u9669\u5cf0\u957f\u9752']]"
6,2018-03-26,虹星科技,天使轮,未透露,"[[u'\u4e2d\u79d1\u521b\u661f'], [u'\u66e6\u57df\u8d44\u672c']]"
7,2018-03-26,海光芯创,B+轮,4000万,[[u'\u90a6\u76db\u8d44\u672c']]
8,2018-03-26,卤人甲,A轮,数千万,[[u'\u5929\u56fe\u6295\u8d44']]
9,2018-03-26,淘梦网,B+轮,数千万,"[[u'\u8fbe\u6cf0\u8d44\u672c'], [u'\u767e\u5ea6\u89c6\u9891'], [u'\u9177\u5f00']]"
10,2018-03-26,川土微电子,Pre-A轮,未透露,[[u'\u78d0\u9716\u8d44\u672c']]
11,2018-03-26,曼申云智能锁,Pre-A轮,数千万,[[u'\u8fbe\u6668\u521b\u6295']]
12,2018-03-26,超嗨网络,A轮,数千万,"[[u'\u665f\u9053\u6295\u8d44'], [u'\u524d\u6d77\u6bcd\u57fa\u91d1'], [u'\u6d2a\u6cf0\u57fa\u91d1']]"
13,2018-03-26,爱肾医疗,A+轮,数千万,"[[u'\u706b\u5c71\u77f3\u8d44\u672c'], [u'\u6668\u5174\u8d44\u672c']]"
14,2018-03-26,Moka希瑞亚斯,A+轮,数千万,"[[u'\u91d1\u6c99\u6c5f\u521b\u6295'], [u'GGV\u7eaa\u6e90\u8d44\u672c']]"
15,2018-03-26,五元文化,B轮,数亿,"[[u'\u57fa\u77f3\u8d44\u672c'], [u'\u8292\u679c\u6587\u521b\u57fa\u91d1'], [u'\u6566\u9e3f\u8d44\u4ea7']]"
16,2018-03-26,轻元科技,A轮,5000万,"[[u'\u91d1\u79d1\u541b\u521b'], [u'\u79d1\u946b\u6295\u8d44'], [u'\u5343\u4e58\u8d44\u672c']]"
17,2018-03-26,进芯电子,A+轮,3000万,"[[u'\u9f0e\u5174\u91cf\u5b50'], [u'\u5409\u5bcc\u521b\u6295']]"
18,2018-03-25,咕咕餐饮云,天使轮,未透露,[u'\u672a\u900f\u9732']
19,2018-03-25,黑焰医疗,天使轮,未透露,[[u'\u56fd\u836f\u8d44\u672c']]
,,,,,
0,2018-03-25,Dmall多点商城,战略投资,未透露,[u'\u672a\u900f\u9732']
1,2018-03-25,金斧子,C+轮,1亿,"[[u'\u7ea2\u6749\u8d44\u672c\u4e2d\u56fd'], [u'\u4eac\u57fa\u8d44\u672c(\u4eac\u57fa\u96c6\u56e2)'], [u'\u6625\u6653\u8d44\u672c']]"
2,2018-03-25,奥叮,A轮,数千万,"[[u'\u534e\u5c71\u8d44\u672cWestSummit Capital'], [u'\u6210\u90fd\u5e02\u6280\u672f\u8f6c\u79fb\u96c6\u56e2']]"
3,2018-03-25,淘淘课,天使轮,未透露,[[u'\u534e\u5c71\u8d44\u672cWestSummit Capital']]
4,2018-03-25,AONEAI,天使轮,数千万,[[u'\u534e\u5c71\u8d44\u672cWestSummit Capital']]
5,2018-03-25,Go Hockey,天使轮,200万,[u'\u672a\u900f\u9732']
6,2018-03-24,魔力伞,Pre-A轮,1000万,[u'\u672a\u900f\u9732']
7,2018-03-24,赛票360,天使轮,未透露,"[[u'\u8054\u77f3\u6295\u8d44'], [u'\u6d59\u5927\u53cb\u521b']]"
8,2018-03-24,曙光易通,战略投资,未透露,[[u'\u9c81\u4fe1\u521b\u6295']]
9,2018-03-24,楚才科技,天使轮,数百万,[u'\u672a\u900f\u9732']
10,2018-03-24,秒加加气APP,A+轮,数千万,"[[u'\u627e\u94a2\u7f51'], [u'\u627e\u6cb9\u7f51'], [u'\u771f\u683c\u57fa\u91d1'], [u'SIG\u6d77\u7eb3\u4e9a\u6d32']]"
11,2018-03-24,国联水产,IPO上市后,5.64亿,[[u'\u6c38\u8f89\u8d85\u5e02']]
12,2018-03-23,允英医疗,B轮,未透露,[u'\u672a\u900f\u9732']
13,2018-03-23,博强能源,IPO上市后,250万,[u'\u672a\u900f\u9732']
14,2018-03-23,威猛股份,IPO上市后,3119万,[u'\u672a\u900f\u9732']
15,2018-03-23,枫华种业,IPO上市后,1.4亿,[u'\u672a\u900f\u9732']
16,2018-03-23,恒丰科技,IPO上市后,3560万,[u'\u672a\u900f\u9732']
17,2018-03-23,夏阳检测,IPO上市后,135万,[u'\u672a\u900f\u9732']
18,2018-03-23,敦华石油,IPO上市后,624万,[u'\u672a\u900f\u9732']
19,2018-03-23,斯菱股份,IPO上市后,1092万,[u'\u672a\u900f\u9732']
,,,,,
0,2018-03-23,闽申农业,IPO上市后,2170万,[u'\u672a\u900f\u9732']
1,2018-03-23,瑞科汉斯,IPO上市后,4935万,[u'\u672a\u900f\u9732']
2,2018-03-23,威贸电子,IPO上市后,2300万,[u'\u672a\u900f\u9732']
3,2018-03-23,西奥科技,IPO上市后,380万,[u'\u672a\u900f\u9732']
4,2018-03-23,神雾节能,IPO上市后,未透露,[u'\u672a\u900f\u9732']
5,2018-03-23,天雄新材,新三板,未透露,[u'\u672a\u900f\u9732']
6,2018-03-23,楚才,天使轮,数千万,[u'\u672a\u900f\u9732']
7,2018-03-23,浙江柏灵,新三板,未透露,[u'\u672a\u900f\u9732']
8,2018-03-23,卡萨维斯,Pre-A轮,未透露,"[[u'\u5fb7\u540c\u8d44\u672c'], [u'\u548c\u76df\u521b\u6295'], [u'\u6d2a\u6cf0\u57fa\u91d1']]"
9,2018-03-23,3Glasses,C轮,2.4亿,[[u'\u6570\u5b57\u738b\u56fd']]
10,2018-03-23,彩讯股份,IPO上市,数亿,[u'\u672a\u900f\u9732']
11,2018-03-23,尚德机构,IPO上市,14.95亿,[u'\u672a\u900f\u9732']
12,2018-03-23,链天下,种子轮,数百万,[[u'\u6731\u6000\u9633']]
13,2018-03-23,1919酒类直供,C轮,未透露,[u'\u672a\u900f\u9732']
14,2018-03-23,博威生物,B轮,未透露,[u'\u672a\u900f\u9732']
15,2018-03-23,卡耐新能源,B轮,未透露,[[u'\u851a\u6765\u6c7d\u8f66']]
16,2018-03-23,秒乐游戏,天使轮,未透露,[[u'\u91d1\u63a7\u6295\u8d44']]
17,2018-03-23,潮玩星球,天使轮,数千万,[[u'\u6df1\u5733\u539a\u5fb7\u524d\u6d77\u57fa\u91d1']]
18,2018-03-23,园小豆,天使轮,200万,[u'\u672a\u900f\u9732']
19,2018-03-23,菇滋菇滋,Pre-A轮,数千万,"[[u'\u4e7e\u660e\u6295\u8d44'], [u'\u7422\u77f3\u6295\u8d44']]"
,,,,,
0,2018-03-23,起风了,B轮,未透露,[[u'\u542f\u8fea\u4e4b\u661f\uff08\u542f\u8fea\u5b75\u5316\u5668\uff09']]
1,2018-03-23,银嘉金融,战略投资,2亿,[[u'\u5929\u9a6c\u7cbe\u5316']]
2,2018-03-23,股权通,A轮,数千万,"[[u'\u6311\u6218\u8005\u8d44\u672c'], [u'\u7ebf\u6027\u8d44\u672c']]"
3,2018-03-23,西马,天使轮,未透露,[u'\u672a\u900f\u9732']
4,2018-03-23,熊猫立方,天使轮,数百万,[u'\u672a\u900f\u9732']
5,2018-03-23,暖菇凉,种子轮,200万,[u'\u672a\u900f\u9732']
6,2018-03-23,蔚捷科技,D轮,5000万,"[[u'\u5c0f\u7c73\u79d1\u6280'], [u'\u987a\u4e3a\u8d44\u672c'], [u'\u8fdc\u6bc5\u8d44\u672c']]"
7,2018-03-23,今创科技,天使轮,未透露,[u'\u672a\u900f\u9732']
8,2018-03-23,智核生物,A轮,未透露,[u'\u672a\u900f\u9732']
9,2018-03-23,可卓软件,天使轮,数百万,[u'\u672a\u900f\u9732']
10,2018-03-23,天地汇,C轮,5亿,"[[u'\u542f\u521b\u8d44\u672c'], [u'\u4e2d\u91d1\u8d44\u672c']]"
11,2018-03-22,糖吉医疗,A轮,数千万,"[[u'\u5f18\u52b1\u521b\u6295'], [u'\u6bd4\u90bb\u661f\u521b\u6295']]"
12,2018-03-22,区块律动,天使轮,数百万,[[u'\u5149\u6e90\u8d44\u672c']]
13,2018-03-22,极便当,A轮,未透露,[u'\u672a\u900f\u9732']
14,2018-03-22,炫伍科技,IPO上市后,33万,[u'\u672a\u900f\u9732']
15,2018-03-22,德建建科,新三板,1000万,[u'\u672a\u900f\u9732']
16,2018-03-22,嘉欣医疗,新三板,未透露,[u'\u672a\u900f\u9732']
17,2018-03-22,万司信息,新三板,未透露,[u'\u672a\u900f\u9732']
18,2018-03-22,香蕉活动,A轮,未透露,[u'\u672a\u900f\u9732']
19,2018-03-22,纳米维景,C轮,未透露,[[u'\u9ad8\u74f4\u8d44\u672c']]
,,,,,
0,2018-03-22,微吼直播,战略投资,数千万,[u'\u672a\u900f\u9732']
1,2018-03-22,HandyCase,天使轮,100万,[u'\u672a\u900f\u9732']
2,2018-03-22,车和家,B轮,30亿,"[[u'\u6cdb\u57ce\u8d44\u672c'], [u'\u660e\u52bf\u8d44\u672c'], [u'\u6e90\u7801\u8d44\u672c'], [u'\u7ecf\u7eac\u4e2d\u56fd'], [u'\u84dd\u9a70\u521b\u6295'], [u'\u4eac\u897f\u521b\u6295(\u9996\u94a2\u57fa\u91d1)']]"
3,2018-03-22,牛客网,A轮,数千万,"[[u'\u6b63\u4fdd\u8fdc\u7a0b\u6559\u80b2'], [u'58\u540c\u57ce']]"
4,2018-03-22,欧拉金融,天使轮,数百万,[[u'\u9752\u677e\u57fa\u91d1']]
5,2018-03-22,融信云,战略投资,8750万,[[u'\u4eac\u4e1c\u91d1\u878d']]
6,2018-03-22,PingPong金融,B+轮,未透露,[[u'\u4e2d\u91d1\u516c\u53f8']]
7,2018-03-22,微租汽车,A轮,未透露,[u'\u672a\u900f\u9732']
8,2018-03-22,母婴行业观察,天使轮,数千万,[[u'\u597d\u672a\u6765(\u5b66\u800c\u601d)']]
9,2018-03-22,比心,A轮,数千万,[[u'IDG\u8d44\u672c']]
10,2018-03-22,INXX英克斯,B轮,数亿,"[[u'\u541b\u8054\u8d44\u672c'], [u'\u9669\u5cf0\u65d7\u4e91']]"
11,2018-03-22,骑电单车,A轮,数千万,"[[u'\u541b\u8054\u8d44\u672c'], [u'Ventech China\u94f6\u6cf0\u8d44\u672c'], [u'\u76c8\u52a8\u8d44\u672c'], [u'IDG\u8d44\u672c'], [u'\u9752\u677e\u57fa\u91d1']]"
